500,5,32,32,131,32,1,30,35
500,5,32,64,64,16,0,15,17
500,5,32,128,35,8,1,7,10
500,5,32,256,25,6,1,5,8
500,5,32,512,26,6,1,5,8
500,5,64,32,90,22,1,21,24
500,5,64,64,51,12,1,11,14
500,5,64,128,30,7,1,7,9
500,5,64,256,26,6,1,6,8
500,5,64,512,30,7,1,6,9
500,5,128,32,103,25,1,25,28
500,5,128,64,58,14,1,13,16
500,5,128,128,36,9,0,8,10
500,5,128,256,39,9,1,8,11
500,5,128,512,45,11,1,8,13
1000,5,32,32,320,80,0,79,81
1000,5,32,64,172,43,0,43,43
1000,5,32,128,97,24,0,24,25
1000,5,32,256,60,15,0,15,15
1000,5,32,512,55,13,1,12,15
1000,5,64,32,225,56,0,56,57
1000,5,64,64,123,30,0,30,31
1000,5,64,128,70,17,0,17,18
1000,5,64,256,50,12,0,12,13
1000,5,64,512,52,13,0,12,14
1000,5,128,32,228,57,1,56,58
1000,5,128,64,124,31,0,30,32
1000,5,128,128,68,17,0,17,17
1000,5,128,256,76,19,1,18,20
1000,5,128,512,68,17,0,16,18
2500,5,32,32,1709,427,2,426,431
2500,5,32,64,927,231,1,230,233
2500,5,32,128,483,120,0,120,121
2500,5,32,256,259,64,1,64,66
2500,5,32,512,260,65,1,64,68
2500,5,64,32,1055,263,1,263,265
2500,5,64,64,553,138,1,137,141
2500,5,64,128,293,73,0,73,74
2500,5,64,256,183,45,1,45,47
2500,5,64,512,188,47,0,46,48
2500,5,128,32,775,193,0,193,194
2500,5,128,64,406,101,0,101,102
2500,5,128,128,227,56,1,56,58
2500,5,128,256,229,57,0,57,58
2500,5,128,512,220,55,0,55,55
5000,5,32,32,6424,1606,4,1599,1611
5000,5,32,64,3277,819,5,815,829
5000,5,32,128,1696,424,0,423,425
5000,5,32,256,897,224,5,221,234
5000,5,32,512,898,224,0,224,225
5000,5,64,32,3550,887,1,886,889
5000,5,64,64,1811,452,0,452,453
5000,5,64,128,948,237,0,237,237
5000,5,64,256,583,145,0,145,146
5000,5,64,512,635,158,0,158,159
5000,5,128,32,2340,585,4,578,590
5000,5,128,64,1243,310,1,309,312
5000,5,128,128,716,179,0,179,179
5000,5,128,256,749,187,0,187,188
5000,5,128,512,690,172,1,171,175
10000,5,32,32,24938,6234,1,6232,6236
10000,5,32,64,12586,3146,3,3141,3150
10000,5,32,128,6415,1603,3,1600,1610
10000,5,32,256,3395,848,1,847,851
10000,5,32,512,3240,810,3,806,814
10000,5,64,32,13062,3265,4,3261,3270
10000,5,64,64,6633,1658,2,1654,1661
10000,5,64,128,3440,860,1,859,862
10000,5,64,256,2128,532,1,531,533
10000,5,64,512,2341,585,1,584,587
10000,5,128,32,7647,1911,3,1908,1917
10000,5,128,64,3946,986,4,981,992
10000,5,128,128,2237,559,0,559,560
10000,5,128,256,2363,590,3,586,596
10000,5,128,512,2364,591,2,588,593
25000,5,128,128,12520,3130,7,3122,3142
25000,5,128,256,13882,3470,17,3449,3498
25000,5,128,512,13824,3456,8,3447,3470
50000,5,128,128,80697,20174,1095,18413,21428
50000,5,128,256,83968,20992,842,19713,21755
50000,5,128,512,88991,22247,490,21741,22743
2500,5,32,1,67713,16928,1739,13916,17943
2500,5,32,5,10353,2588,0,2588,2589
2500,5,32,10,5201,1300,0,1300,1301
2500,5,32,20,2620,655,0,655,655
2500,5,32,32,1668,417,0,417,417
2500,5,32,64,852,213,0,212,214
2500,5,32,128,443,110,0,110,111
2500,5,32,256,240,60,0,60,60
2500,5,32,512,276,69,6,63,79
2500,5,32,1024,177,44,0,44,45
2500,5,32,2048,167,41,0,41,42
10000,5,32,512,3213,803,12,796,825
10000,5,32,1024,2488,622,0,622,622
10000,5,32,2048,2161,540,0,540,541
10000,5,32,512,3204,801,6,797,812
10000,5,32,1024,2491,622,1,622,625
10000,5,32,2048,2163,540,0,540,541
10000,5,32,4096,2152,538,0,538,538
10000,5,32,8192,2142,535,0,535,536
10000,5,32,32,24856,6214,12,6205,6236
10000,5,32,64,12511,3127,1,3127,3129
10000,5,32,128,6364,1591,1,1590,1592
10000,5,32,256,3323,830,1,830,832
10000,5,32,512,3182,795,0,795,796
10000,5,32,1024,2489,622,0,622,623
10000,5,32,2048,2162,540,1,540,542
10000,5,32,4096,2152,538,0,538,538
10000,5,32,2,4608,4608,0,4608,4608
10000,5,32,2,2807,2807,0,2807,2807
10000,5,32,4,1,1,0,1,1
10000,5,32,8,1,1,0,1,1
10000,5,32,16,1,1,0,1,1
10000,5,32,32,1,1,0,1,1
10000,5,32,64,1,1,0,1,1
10000,5,32,128,1,1,0,1,1
10000,5,32,256,1,1,0,1,1
10000,5,32,512,1,1,0,1,1
10000,5,32,1024,1,1,0,1,1
10000,5,32,2048,1,1,0,1,1
10000,5,32,4096,1,1,0,1,1
10000,5,32,8192,1,1,0,1,1
10000,5,32,4,4301,4301,0,4301,4301
10000,5,32,8,4,4,0,4,4
10000,5,32,16,1,1,0,1,1
10000,5,32,32,5,5,0,5,5
10000,5,32,64,1,1,0,1,1
10000,5,32,128,1,1,0,1,1
10000,5,32,256,1,1,0,1,1
10000,5,32,512,1,1,0,1,1
10000,5,32,1024,1,1,0,1,1
10000,5,32,2048,1,1,0,1,1
10000,5,32,4096,1,1,0,1,1
10000,5,32,8192,1,1,0,1,1
